Trial_ID,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
82015,LW,63064,A,CTAIN,1080,,,,,,,,,20,,,,,,,
1068730,LW,63064,A,CTAIN,1080,,,,,,,,,20,,,,,,,
1032702,LW,63064,A,CTAIN,1080,,,,,,,,,18,,,,,,,
1337270,LW,60780,A,CTAIN,1440,,,,,,,,,21,,,,,,,
1338151,LW,63064,A,CTAIN,1080,,,,,,,,,24,,,,,,,
1260150,FDI,63057,A,CTAIN,13860,,,,,,,,,16,,,,,,,
1215371,BP,42482,B,CTAIN,6480,,,,,,,,,26,,,,,,,
1215390,BP,42482,B,CTAIN,1320,,,,,,,,,21,,,,,,,
1269811,BP,42482,B,CTAIN,3110,,,,,,,,,26,,,,,,,
1091368,BP,42482,B,CTAIN,6400,,,,,,,,,27,,,,,,,
1286610,BP,42482,B,CTAIN,2740,,,,,,,,,10,,,,,,,
1189030,LW,5266,B,CTAIN,2700,,,,,,,,,18,,,,,,,
1273571,LW,63064,A,CTAIN,1080,,,,,,,,,18,,,,,,,
1031194,LW,63064,A,CTAIN,1080,,,,,,,,,18,,,,,,,
1068880,LW,63064,A,CTAIN,540,,,,,,,,,20,,,,,,,
93938,FDI,47713,B,CTAIN,4425,,,,,,,,,19,,,,,,,
1252652,LW,41253,B,CTAIN,1020,,,,,,,,,18,,,,,,,
1291295,PW,60081,A,CTAIN,105,,,,,,,,,18,,,,,,,
121348,LW,63064,A,CTAIN,1080,,,,,,,,,20,,,,,,,
1160413,LW,63064,A,CTAIN,810,,,,,,,,,20,,,,,,,
1291300,PW,60081,A,CTAIN,1835,,,,,,,,,20,,,,,,,
1291298,PW,60081,A,MXPLT,1700,,,,,,,,,20,,,,,,,
1343570,LW,60772,A,CTAIN,1395,,,,,,,,,28,,,,,,,
1262913,LW,41253,B,CTAIN,6840,,,,,,,,,16,,,,,,,
1318271,FDI,48679,B,CTAIN,12420,,,,,,,,,19,,,,,,,
1318272,FDI,48679,B,CTAIN,21330,,,,,,,,,18,,,,,,,
1308026,LW,60780,A,CTAIN,10800,,,,,,,,,20,,,,,,,
1061055,LW,44969,B,CTAIN,11755,,,,,,,,,21,,,,,,,
1281731,BP,42482,B,CTAIN,4206,,,,,,,,,28,,,,,,,
1241631,BP,42482,B,CTAIN,675,,,,,,,,,12,,,,,,,
107113,LW,39159,B,"",600,,,,,,,,,18,,,,,,,
60305,PY,45260,B,CTAIN,7770,,,,,,,,,16,,,,,,,
1231378,YC,53006,B,CTAIN,1475,,,,,,,,,24,,,,,,,
1143230,LW,63064,A,CTAIN,1060,,,,,,,,,18,,,,,,,
81448,PY,48036,B,MXPLT,5040,,,,,,,,,19,,,,,,,
1069639,FDI,44913,B,CTAIN,3240,,,,,,,,,21,,,,,,,
1319113,FDI,47713,B,CTAIN,3765,,,,,,,,,18,,,,,,,
1255571,PY,40342,B,MXPLT,3720,,,,,,,,,21,,,,,,,
1157058,FDI,39330,B,CTAIN,1266,,,,,,,,,18,,,,,,,
1049695,PY,45743,B,MXPLT,3645,,,,,,,,,21,,,,,,,
1115192,PY,39877,B,MXPLT,840,,,,,,,,,24,,,,,,,
1093913,YC,53006,B,CTAIN,245,,,,,,,,,24,,,,,,,
1355091,PW,61229,A,CTAIN,291,,,,,,,,,19,,,,,,,
1093911,YC,53006,B,CTAIN,315,,,,,,,,,21,,,,,,,
1093851,YC,53006,B,CTAIN,700,,,,,,,,,24,,,,,,,
1091408,CW,48408,B,CTAIN,6930,,,,,,,,,12,,,,,,,
1091408,FDI,47978,B,CTAIN,2520,,,,,,,,,12,,,,,,,
1091408,PW,61220,A,CTAIN,2880,,,,,,,,,12,,,,,,,
1355091,CW,42084,B,CTAIN,17686,,,,,,,,,19,,,,,,,
1355091,FDI,39219,B,CTAIN,4824,,,,,,,,,19,,,,,,,
1093912,YC,53006,B,CTAIN,1260,,,,,,,,,24,,,,,,,
1207371,PW,60439,A,CTAIN,1815,,,,,,,,,15,,,,,,,
1207371,CW,48408,B,CTAIN,4115,,,,,,,,,15,,,,,,,
1207371,YC,53006,B,CTAIN,945,,,,,,,,,15,,,,,,,
1249897,LW,46251,B,CTAIN,79680,,,,,,,,,19,,,,,,,
1318855,YC,46230,B,CTAIN,450,,,,,,,,,24,,,,,,,
1139070,PY,39877,B,MXPLT,1680,,,,,,,,,20,,,,,,,
1139830,PY,42602,B,MXPLT,4110,,,,,,,,,18,,,,,,,
1054221,BP,42482,B,CTAIN,3840,,,,,,,,,28,,,,,,,
1060309,LW,63064,A,CTAIN,500,,,,,,,,,17,,,,,,,
1356990,LW,60780,A,CTAIN,720,,,,,,,,,21,,,,,,,
1357450,LW,60780,A,CTAIN,1720,,,,,,,,,16,,,,,,,
1000944,BP,42482,B,CTAIN,2659,,,,,,,,,27,,,,,,,
1134812,LW,41253,B,CTAIN,1090,,,,,,,,,16,,,,,,,
1301351,LW,39159,B,CTAIN,70,,,,,,,,,17,,,,,,,
1135730,LW,41253,B,CTAIN,350,,,,,,,,,16,,,,,,,
1135772,LW,41253,B,CTAIN,350,,,,,,,,,15,,,,,,,
1135490,LW,41253,B,CTAIN,750,,,,,,,,,13,,,,,,,
1300111,LW,41253,B,CTAIN,400,,,,,,,,,12,,,,,,,
1301390,LW,39159,B,CTAIN,325,,,,,,,,,19,,,,,,,
1135510,LW,41253,B,CTAIN,380,,,,,,,,,13,,,,,,,
1151112,LW,41253,B,CTAIN,1350,,,,,,,,,16,,,,,,,
1134830,LW,41253,B,CTAIN,360,,,,,,,,,16,,,,,,,
1300096,LW,41253,B,CTAIN,750,,,,,,,,,16,,,,,,,
1135752,LW,41253,B,CTAIN,350,,,,,,,,,16,,,,,,,
104168,LW,48019,B,CTAIN,1350,,,,,,,,,15,,,,,,,
1240511,LW,48019,B,CTAIN,1785,,,,,,,,,16,,,,,,,
1249515,LW,48019,B,CTAIN,2160,,,,,,,,,18,,,,,,,
1230994,LW,48019,B,CTAIN,540,,,,,,,,,19,,,,,,,
1229670,LW,48019,B,CTAIN,810,,,,,,,,,15,,,,,,,
1295971,LW,41253,B,CTAIN,3840,,,,,,,,,16,,,,,,,
1244870,PY,53057,B,CTAIN,195,,,,,,,,,20,,,,,,,
1231714,PY,53057,B,CTAIN,220,,,,,,,,,20,,,,,,,
1361270,LW,60780,A,CTAIN,15480,,,,,,,,,19,,,,,,,
1247911,FDI,47713,B,CTAIN,1185,,,,,,,,,18,,,,,,,
1228810,FDI,47713,B,CTAIN,135,,,,,,,,,16,,,,,,,
1647033,FDI,47713,B,CTAIN,1230,,,,,,,,,14,,,,,,,
1258930,FDI,47713,B,CTAIN,7275,,,,,,,,,17,,,,,,,
1315799,FDI,47713,B,CTAIN,7005,,,,,,,,,17,,,,,,,
1240690,FDI,47713,B,CTAIN,3885,,,,,,,,,17,,,,,,,
1228990,FDI,47713,B,CTAIN,90,,,,,,,,,16,,,,,,,
1260095,FDI,47713,B,CTAIN,420,,,,,,,,,19,,,,,,,
1240132,FDI,47713,B,CTAIN,135,,,,,,,,,15,,,,,,,
1240133,FDI,47713,B,CTAIN,60,,,,,,,,,15,,,,,,,
1315652,FDI,47713,B,CTAIN,5685,,,,,,,,,14,,,,,,,
1228890,FDI,47713,B,CTAIN,165,,,,,,,,,15,,,,,,,
1286990,LW,60780,A,CTAIN,270,,,,,,,,,12,,,,,,,
1240785,FDI,47713,B,CTAIN,5710,,,,,,,,,14,,,,,,,
1647032,FDI,47713,B,CTAIN,11233,,,,,,,,,18,,,,,,,
1245811,FDI,47713,B,CTAIN,3615,,,,,,,,,15,,,,,,,
1228812,FDI,47713,B,CTAIN,30,,,,,,,,,16,,,,,,,
1231230,FDI,47713,B,CTAIN,45,,,,,,,,,16,,,,,,,
1248499,FDI,47713,B,CTAIN,2775,,,,,,,,,15,,,,,,,
1260103,FDI,47713,B,CTAIN,2940,,,,,,,,,20,,,,,,,
1240776,FDI,47713,B,CTAIN,1350,,,,,,,,,13,,,,,,,
1333331,FDC,60686,A,CTAIN,410,,,,,,,,,16,,,,,,,
1319114,BP,42482,B,CTAIN,1920,,,,,,,,,24,,,,,,,
1245850,FDI,47713,B,CTAIN,225,,,,,,,,,17,,,,,,,
1159629,LW,41253,B,CTAIN,1440,,,,,,,,,15,,,,,,,
1333390,FDC,60686,A,CTAIN,340,,,,,,,,,18,,,,,,,
1333450,FDC,60686,A,CTAIN,880,,,,,,,,,18,,,,,,,
1073426,LW,63064,A,CTAIN,1080,,,,,,,,,20,,,,,,,
1334130,FDC,60686,A,CTAIN,3020,,,,,,,,,16,,,,,,,
1159630,LW,41253,B,CTAIN,1260,,,,,,,,,18,,,,,,,
1250250,LW,44961,B,CTAIN,710,,,,,,,,,20,,,,,,,
1113935,LW,60748,A,CTAIN,554,,,,,,,,,18,,,,,,,
1167910,LW,60717,A,CTAIN,540,,,,,,,,,22,,,,,,,
1368470,LW,60780,A,CTAIN,2340,,,,,,,,,21,,,,,,,
1368470,FDI,44909,B,CTAIN,2205,,,,,,,,,21,,,,,,,
1171070,PW,61346,A,CTAIN,800,,,,,,,,,22,,,,,,,
1317791,LW,5266,B,CTAIN,1050,,,,,,,,,15,,,,,,,
1317850,LW,5266,B,CTAIN,2100,,,,,,,,,15,,,,,,,
1367590,YC,53006,B,CTAIN,1260,,,,,,,,,19,,,,,,,
1305510,FDI,47977,B,"",7180,,,,,,,,,15,,,,,,,
108516,PY,43168,B,CTAIN,229,,,,,,,,,17,,,,,,,
114917,PY,41288,B,CTAIN,218,,,,,,,,,19,,,,,,,
72238,FDI,47978,B,CTAIN,900,,,,,,,,,18,,,,,,,
72238,PW,61220,A,CTAIN,2295,,,,,,,,,18,,,,,,,
1205170,FDI,47978,B,CTAIN,39290,,,,,,,,,15,,,,,,,
1205170,CW,48409,B,CTAIN,78,,,,,,,,,15,,,,,,,
1205170,PW,61220,A,CTAIN,2695,,,,,,,,,15,,,,,,,
1006027,LW,63064,A,CTAIN,1080,,,,,,,,,20,,,,,,,
1311751,PW,63152,A,CTAIN,1800,,,,,,,,,24,,,,,,,
1170411,LW,60780,A,CTAIN,1800,,,,,,,,,16,,,,,,,
1170412,LW,60780,A,CTAIN,900,,,,,,,,,23,,,,,,,
1159668,LW,41253,B,CTAIN,1080,,,,,,,,,16,,,,,,,
1246235,FDI,44909,B,CTAIN,9850,,,,,,,,,20,,,,,,,
1280050,FDI,44909,B,CTAIN,22365,,,,,,,,,12,,,,,,,
1319330,LW,60757,A,CTAIN,8020,,,,,,,,,18,,,,,,,
1319810,FDI,44909,B,CTAIN,1470,,,,,,,,,20,,,,,,,
1247783,LW,60757,A,CTAIN,12900,,,,,,,,,16,,,,,,,
1247783,FDI,44909,B,CTAIN,15165,,,,,,,,,16,,,,,,,
1281751,FDI,44909,B,CTAIN,10395,,,,,,,,,19,,,,,,,
1199970,LW,41253,B,CTAIN,180,,,,,,,,,18,,,,,,,
1199990,LW,41253,B,CTAIN,180,,,,,,,,,18,,,,,,,
1199850,LW,41253,B,CTAIN,360,,,,,,,,,18,,,,,,,
-592060000,LW,63065,A,CTAIN,2205,,,,,,,,,21,,,,,,,
-592060000,FDI,44909,B,CTAIN,2520,,,,,,,,,21,,,,,,,
1329711,LW,63065,A,CTAIN,3465,,,,,,,,,17,,,,,,,
1329711,FDI,44909,B,CTAIN,10440,,,,,,,,,17,,,,,,,
1363310,FDI,44909,B,CTAIN,1080,,,,,,,,,20,,,,,,,
1363310,LW,63065,A,CTAIN,630,,,,,,,,,20,,,,,,,
1355430,FDI,44909,B,CTAIN,360,,,,,,,,,20,,,,,,,
1355430,LW,63065,A,CTAIN,630,,,,,,,,,20,,,,,,,
1589635,LW,60748,A,CTAIN,450,,,,,,,,,18,,,,,,,
1589615,FDI,47713,B,CTAIN,710,,,,,,,,,18,,,,,,,
1367512,FDI,48678,B,CTAIN,4620,,,,,,,,,18,,,,,,,
1373630,FDI,48678,B,CTAIN,23795,,,,,,,,,19,,,,,,,
1373630,LW,63065,A,CTAIN,3060,,,,,,,,,19,,,,,,,
1281751,LW,63065,A,CTAIN,1260,,,,,,,,,19,,,,,,,
1403130,FDI,48678,B,CTAIN,420,,,,,,,,,21,,,,,,,
1403130,LW,63065,A,CTAIN,9200,,,,,,,,,21,,,,,,,
1291534,PW,63129,A,CTAIN,1720,,,,,,,,,23,,,,,,,
1589555,FDI,47713,B,CTAIN,4880,,,,,,,,,18,,,,,,,
1589555,LW,60748,A,CTAIN,3420,,,,,,,,,18,,,,,,,
1589615,LW,60748,A,CTAIN,80,,,,,,,,,18,,,,,,,
1589655,FDI,47713,B,CTAIN,1990,,,,,,,,,18,,,,,,,
1589655,LW,60748,A,CTAIN,1010,,,,,,,,,18,,,,,,,
1352776,PW,63089,A,CTAIN,210,,,,,,,,,32,,,,,,,
1232913,LW,31719,B,CTAIN,1270,,,,,,,,,18,,,,,,,
1280390,FDI,44909,B,CTAIN,11160,,,,,,,,,20,,,,,,,
1280390,LW,63065,A,CTAIN,4275,,,,,,,,,20,,,,,,,
1589596,FDI,47713,B,CTAIN,950,,,,,,,,,18,,,,,,,
1589596,LW,60780,A,CTAIN,250,,,,,,,,,18,,,,,,,
1381373,LW,41253,B,CTAIN,22500,,,,,,,,,21,,,,,,,
1301850,LW,31719,B,CTAIN,1230,,,,,,,,,18,,,,,,,
1285271,PY,44008,B,CTAIN,2160,,,,,,,,,22,,,,,,,
1206370,LW,63064,A,CTAIN,2505,,,,,,,,,18,,,,,,,
102377,LW,41119,B,CTAIN,1000,,,,,,,,,22,,,,,,,
1008119,LW,39282,B,CTAIN,7000,,,,,,,,,18,,,,,,,
1318030,BG,45041,B,CTAIN,100,,,,,,,,,19,,,,,,,
1211771,LW,63065,A,CTAIN,1125,,,,,,,,,20,,,,,,,
1211771,FDI,44909,B,CTAIN,1080,,,,,,,,,20,,,,,,,
1379113,LW,63065,A,CTAIN,315,,,,,,,,,20,,,,,,,
1379113,FDI,48678,B,CTAIN,2940,,,,,,,,,20,,,,,,,
1402533,LW,63065,A,CTAIN,1890,,,,,,,,,17,,,,,,,
1402533,FDI,44909,B,CTAIN,2880,,,,,,,,,17,,,,,,,
1397350,PY,40337,B,CTAIN,2700,,,,,,,,,16,,,,,,,
1367710,FDI,48678,B,CTAIN,105,,,,,,,,,19,,,,,,,
84189,PY,42581,B,CTAIN,630,,,,,,,,,21,,,,,,,
1379115,FDI,44909,B,CTAIN,2160,,,,,,,,,20,,,,,,,
1379115,LW,63065,A,CTAIN,630,,,,,,,,,20,,,,,,,
1402851,FDI,44909,B,CTAIN,360,,,,,,,,,20,,,,,,,
1402851,LW,63065,A,CTAIN,1890,,,,,,,,,20,,,,,,,
1368834,FDI,44909,B,CTAIN,6120,,,,,,,,,19,,,,,,,
1368834,LW,63065,A,CTAIN,6930,,,,,,,,,19,,,,,,,
1363311,FDI,44909,B,CTAIN,720,,,,,,,,,20,,,,,,,
1363311,LW,63065,A,CTAIN,315,,,,,,,,,20,,,,,,,
1402550,FDI,44909,B,CTAIN,17640,,,,,,,,,18,,,,,,,
1402550,LW,63065,A,CTAIN,630,,,,,,,,,18,,,,,,,
1589535,FDI,47713,B,CTAIN,500,,,,,,,,,18,,,,,,,
1589535,LW,60780,A,CTAIN,270,,,,,,,,,18,,,,,,,
1291533,PW,63129,A,CTAIN,5430,,,,,,,,,23,,,,,,,
1273091,LW,63065,A,MXPLT,390,,,,,,,,,22,,,,,,,
1274870,LW,39263,B,CTAIN,3015,,,,,,,,,16,,,,,,,
1364011,FDI,44909,B,CTAIN,5400,,,,,,,,,16,,,,,,,
1406935,FDI,48678,B,CTAIN,10290,,,,,,,,,16,,,,,,,
1406935,LW,63064,A,CTAIN,2100,,,,,,,,,16,,,,,,,
1307530,LW,39282,B,CTAIN,600,,,,,,,,,19,,,,,,,
1228366,FDI,39330,B,CTAIN,4950,,,,,,,,,15,,,,,,,
1381430,LW,41253,B,CTAIN,4050,,,,,,,,,19,,,,,,,
1291537,PW,63129,A,CTAIN,6370,,,,,,,,,21,,,,,,,
1263752,LW,31719,B,CTAIN,2190,,,,,,,,,21,,,,,,,
1406934,FDI,48678,B,CTAIN,9030,,,,,,,,,20,,,,,,,
1406934,LW,63065,A,CTAIN,1890,,,,,,,,,20,,,,,,,
1264631,LW,39263,B,CTAIN,3405,,,,,,,,,19,,,,,,,
1264632,LW,39263,B,CTAIN,3270,,,,,,,,,19,,,,,,,
1286211,FDI,48032,B,CTAIN,20300,,,,,,,,,22,,,,,,,
1286211,CW,48071,B,CTAIN,300,,,,,,,,,22,,,,,,,
1286211,LW,42263,B,CTAIN,14985,,,,,,,,,22,,,,,,,
1364012,FDI,44909,B,CTAIN,4050,,,,,,,,,20,,,,,,,
1364012,LW,63065,A,CTAIN,1260,,,,,,,,,20,,,,,,,
1373190,FDI,48678,B,CTAIN,55160,,,,,,,,,20,,,,,,,
1373190,LW,63065,A,CTAIN,9820,,,,,,,,,20,,,,,,,
1291539,PW,63129,A,CTAIN,1600,,,,,,,,,24,,,,,,,
1291535,PW,63129,A,CTAIN,6080,,,,,,,,,23,,,,,,,
1239253,FDI,25780,B,CTAIN,1110,,,,,,,,,20,,,,,,,
18778,PY,42581,B,CTAIN,3150,,,,,,,,,18,,,,,,,
1402591,FDI,44909,B,CTAIN,2260,,,,,,,,,20,,,,,,,
1402591,LW,63065,A,CTAIN,315,,,,,,,,,20,,,,,,,
1397390,PY,40337,B,CTAIN,3090,,,,,,,,,16,,,,,,,
1379112,FDI,44909,B,CTAIN,720,,,,,,,,,20,,,,,,,
1379112,LW,63065,A,CTAIN,315,,,,,,,,,20,,,,,,,
1282274,BP,45214,B,CTAIN,4800,,,,,,,,,28,,,,,,,
-582660000,LW,63065,A,CTAIN,3525,,,,,,,,,23,,,,,,,
-582660000,FDI,44909,B,CTAIN,4680,,,,,,,,,23,,,,,,,
1402850,FDI,44909,B,CTAIN,2160,,,,,,,,,18,,,,,,,
1402850,LW,63065,A,CTAIN,2520,,,,,,,,,18,,,,,,,
1589616,FDI,47713,B,CTAIN,1410,,,,,,,,,18,,,,,,,
1589616,LW,60780,A,CTAIN,290,,,,,,,,,18,,,,,,,
81109,PY,42581,B,CTAIN,420,,,,,,,,,21,,,,,,,
81504,PY,42581,B,CTAIN,210,,,,,,,,,21,,,,,,,
1267772,LW,63065,A,MXPLT,555,,,,,,,,,22,,,,,,,
1363312,FDI,44909,B,CTAIN,720,,,,,,,,,20,,,,,,,
1363312,LW,63065,A,CTAIN,630,,,,,,,,,20,,,,,,,
1364013,FDI,44909,B,CTAIN,360,,,,,,,,,16,,,,,,,
1364013,LW,63065,A,CTAIN,315,,,,,,,,,16,,,,,,,
58782,LW,63065,A,CTAIN,2475,,,,,,,,,20,,,,,,,
58782,FDI,44909,B,CTAIN,5760,,,,,,,,,20,,,,,,,
1285270,PY,44008,B,CTAIN,3495,,,,,,,,,15,,,,,,,
1406011,FDI,48678,B,CTAIN,56285,,,,,,,,,18,,,,,,,
1406011,LW,63065,A,CTAIN,8750,,,,,,,,,18,,,,,,,
1398110,LW,39159,B,CTAIN,145,,,,,,,,,17,,,,,,,
1407070,FDI,44909,B,CTAIN,8730,,,,,,,,,20,,,,,,,
1407070,LW,63065,A,CTAIN,4210,,,,,,,,,20,,,,,,,
1406979,FDI,44909,B,CTAIN,8670,,,,,,,,,19,,,,,,,
1406979,LW,63065,A,CTAIN,6930,,,,,,,,,19,,,,,,,
1246470,LW,63064,A,CTAIN,1620,,,,,,,,,18,,,,,,,
1159553,LW,60780,A,CTAIN,300,,,,,,,,,17,,,,,,,
1236851,LW,60780,A,CTAIN,3530,,,,,,,,,18,,,,,,,
1063553,LW,60780,A,CTAIN,237,,,,,,,,,17,,,,,,,
1268850,LW,41253,B,CTAIN,3780,,,,,,,,,18,,,,,,,
1268830,LW,41253,B,CTAIN,1260,,,,,,,,,16,,,,,,,
1268851,LW,41253,B,CTAIN,1260,,,,,,,,,16,,,,,,,
1268750,LW,41253,B,CTAIN,1260,,,,,,,,,18,,,,,,,
1204391,LW,60780,A,CTAIN,360,,,,,,,,,21,,,,,,,
1269470,LW,41253,B,CTAIN,2880,,,,,,,,,16,,,,,,,
1268790,LW,41253,B,CTAIN,4500,,,,,,,,,16,,,,,,,
1217770,LW,41253,B,CTAIN,1800,,,,,,,,,16,,,,,,,
1268810,LW,41253,B,CTAIN,5940,,,,,,,,,16,,,,,,,
1159716,LW,60780,A,CTAIN,180,,,,,,,,,21,,,,,,,
1063028,PY,45260,B,CTAIN,480,,,,,,,,,16,,,,,,,
1159563,PY,45260,B,CTAIN,360,,,,,,,,,16,,,,,,,
1072382,LW,60780,A,CTAIN,7200,,,,,,,,,18,,,,,,,
1170531,LW,60780,A,CTAIN,540,,,,,,,,,21,,,,,,,
1159564,PY,45260,B,CTAIN,180,,,,,,,,,16,,,,,,,
1063020,PY,45260,B,CTAIN,180,,,,,,,,,16,,,,,,,
1159623,LW,41253,B,CTAIN,617,,,,,,,,,18,,,,,,,
1169410,BP,46188,B,CTAIN,3125,,,,,,,,,22,,,,,,,
1318532,LW,60780,A,CTAIN,6000,,,,,,,,,20,,,,,,,
1333553,BP,46188,B,CTAIN,1195,,,,,,,,,25,,,,,,,
1333550,BP,46188,B,CTAIN,695,,,,,,,,,28,,,,,,,
1177700,LW,5266,B,CTAIN,630,,,,,,,,,21,,,,,,,
1306330,LW,60780,A,CTAIN,1200,,,,,,,,,20,,,,,,,
1288270,PY,40337,B,CTAIN,2600,,,,,,,,,22,,,,,,,
1269830,BP,46188,B,CTAIN,930,,,,,,,,,10,,,,,,,
1319714,FDI,63197,A,CTAIN,22830,,,,,,,,,21,,,,,,,
1384692,FDI,63197,A,CTAIN,720,,,,,,,,,18,,,,,,,
1365831,FDI,63197,A,CTAIN,720,,,,,,,,,19,,,,,,,
1365970,FDI,63197,A,CTAIN,720,,,,,,,,,18,,,,,,,
1384990,FDI,63197,A,CTAIN,720,,,,,,,,,20,,,,,,,
1057866,PW,4389,B,MXPLT,477,,,,,,,,,20,,,,,,,
1057727,PW,4389,B,MXPLT,145,,,,,,,,,18,,,,,,,
1057669,PW,4389,B,MXPLT,658,,,,,,,,,24,,,,,,,
1267851,LW,41039,B,CTAIN,2295,,,,,,,,,17,,,,,,,
1057744,PW,4389,B,MXPLT,303,,,,,,,,,18,,,,,,,
1242572,LW,41039,B,CTAIN,8175,,,,,,,,,15,,,,,,,
1060911,LW,5211,B,MXPLT,2190,,,,,,,,,16,,,,,,,
1060911,FDI,43307,B,MXPLT,1845,,,,,,,,,16,,,,,,,
1060962,FDI,43307,B,CTAIN,810,,,,,,,,,13,,,,,,,
1060962,LW,5211,B,CTAIN,825,,,,,,,,,13,,,,,,,
1242571,LW,41039,B,CTAIN,2010,,,,,,,,,18,,,,,,,
1242570,LW,41039,B,CTAIN,1985,,,,,,,,,18,,,,,,,
1255853,LW,41039,B,CTAIN,5555,,,,,,,,,10,,,,,,,
1350711,FDI,43307,B,CTAIN,2760,,,,,,,,,8,,,,,,,
1350711,LW,5211,B,CTAIN,2595,,,,,,,,,8,,,,,,,
1240830,LW,41039,B,CTAIN,3115,,,,,,,,,18,,,,,,,
1134350,LW,41039,B,CTAIN,1550,,,,,,,,,16,,,,,,,
1134710,LW,41253,B,CTAIN,220,,,,,,,,,18,,,,,,,
1140670,LW,41253,B,CTAIN,70,,,,,,,,,18,,,,,,,
1173554,LW,63065,A,CTAIN,123,,,,,,,,,19,,,,,,,
1173554,FDI,44909,B,CTAIN,123,,,,,,,,,19,,,,,,,
1280810,LW,39153,B,CTAIN,2235,,,,,,,,,18,,,,,,,
1275030,LW,39153,B,CTAIN,6930,,,,,,,,,19,,,,,,,
1279871,LW,39153,B,CTAIN,3780,,,,,,,,,19,,,,,,,
1274050,LW,39153,B,CTAIN,2205,,,,,,,,,19,,,,,,,
1335150,LW,39153,B,CTAIN,1260,,,,,,,,,19,,,,,,,
1329171,FDI,48678,B,CTAIN,3435,,,,,,,,,18,,,,,,,
1415411,FDI,48678,B,CTAIN,5250,,,,,,,,,20,,,,,,,
1415411,LW,63065,A,CTAIN,945,,,,,,,,,20,,,,,,,
1271550,LW,39153,B,CTAIN,9420,,,,,,,,,19,,,,,,,
1329150,FDI,48678,B,CTAIN,2415,,,,,,,,,19,,,,,,,
1329212,FDI,48678,B,CTAIN,9135,,,,,,,,,16,,,,,,,
1332271,LW,39153,B,CTAIN,945,,,,,,,,,19,,,,,,,
1331491,FDI,48678,B,CTAIN,1355,,,,,,,,,19,,,,,,,
81442,PY,53056,B,MXPLT,7575,,,,,,,,,22,,,,,,,
1416390,LW,63064,A,CTAIN,210,,,,,,,,,20,,,,,,,
1416390,FDI,44909,B,CTAIN,330,,,,,,,,,20,,,,,,,
1416411,FDI,48678,B,CTAIN,2730,,,,,,,,,16,,,,,,,
1416411,LW,63064,A,CTAIN,2520,,,,,,,,,16,,,,,,,
1317691,LW,60780,A,CTAIN,45400,,,,,,,,,18,,,,,,,
1317790,LW,60780,A,CTAIN,4700,,,,,,,,,18,,,,,,,
1298951,LW,31719,B,CTAIN,760,,,,,,,,,21,,,,,,,
1307950,LW,60780,A,CTAIN,1800,,,,,,,,,18,,,,,,,
1294550,LW,60780,A,CTAIN,2970,,,,,,,,,18,,,,,,,
60667,PY,45260,B,CTAIN,1609,,,,,,,,,17,,,,,,,
1245853,LW,60780,A,CTAIN,1100,,,,,,,,,15,,,,,,,
1238493,LW,60780,A,CTAIN,340,,,,,,,,,16,,,,,,,
1238270,LW,60780,A,CTAIN,720,,,,,,,,,14,,,,,,,
106564,BP,46188,B,CTAIN,6970,,,,,,,,,12,,,,,,,
1000965,BP,46188,B,CTAIN,2275,,,,,,,,,28,,,,,,,
1316555,FDI,63016,A,CTAIN,7830,,,,,,,,,22,,,,,,,
1367730,YC,"","",CTAIN,1566,,,,,,,,,22,,,,,,,
1303031,LW,41253,B,CTAIN,6270,,,,,,,,,12,,,,,,,
1300813,LW,41253,B,CTAIN,650,,,,,,,,,16,,,,,,,
1258290,LW,41253,B,CTAIN,9217,,,,,,,,,19,,,,,,,
1098652,FDI,53218,B,CTAIN,2430,,,,,,,,,21,,,,,,,
1323790,LW,41253,B,CTAIN,5510,,,,,,,,,17,,,,,,,
1238610,FDI,8376,B,CTAIN,3780,,,,,,,,,18,,,,,,,
1279430,PY,48276,B,CTAIN,2145,,,,,,,,,20,,,,,,,
1316815,LW,41253,B,CTAIN,5400,,,,,,,,,19,,,,,,,
1290890,LW,41253,B,CTAIN,1000,,,,,,,,,19,,,,,,,
1368091,LW,41253,B,CTAIN,2030,,,,,,,,,16,,,,,,,
1303731,LW,39263,B,CTAIN,6270,,,,,,,,,21,,,,,,,
1133970,YC,"","",CTAIN,2300,,,,,,,,,24,,,,,,,
1177233,LW,60780,A,CTAIN,660,,,,,,,,,21,,,,,,,
1355992,BP,46188,B,CTAIN,720,,,,,,,,,26,,,,,,,
1323792,LW,41253,B,CTAIN,5970,,,,,,,,,17,,,,,,,
1315869,FDI,8376,B,CTAIN,13500,,,,,,,,,18,,,,,,,
1387653,LW,41253,B,CTAIN,200,,,,,,,,,16,,,,,,,
1332951,FDC,63218,A,CTAIN,900,,,,,,,,,31,,,,,,,
1332951,CW,45010,B,CTAIN,720,,,,,,,,,31,,,,,,,
1250080,LW,41253,B,CTAIN,3582,,,,,,,,,19,,,,,,,
109794,LW,41119,B,CTAIN,855,,,,,,,,,20,,,,,,,
1332090,LW,41253,B,CTAIN,960,,,,,,,,,16,,,,,,,
