Trial_ID,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
-123650000,PW,8586,B,CTAIN,3000,,,,,,,,,18,,,,,,,
-185560000,PY,25475,B,CTAIN,340,,,,,,,,,24,,,,,,,
2436,PW,31683,B,CTAIN,1350,,,,,,,,,29,,,,,,,
-192740000,LW,27269,B,CTAIN,3240,,,,,,,,,23,,,,,,,
-181080000,LW,41136,B,CTAIN,1350,,,,,,,,,18,,,,,,,
-714460000,BG,3682,B,CTAIN,510,,,,,,,,,15,,,,,,,
2369,PY,35685,B,CTAIN,400,,,,,,,,,21,,,,,,,
2374,PY,35685,B,CTAIN,1600,,,,,,,,,21,,,,,,,
2373,PY,35685,B,CTAIN,6160,,,,,,,,,21,,,,,,,
2523,LW,41141,B,CTAIN,5175,,,,,,,,,21,,,,,,,
-684240000,LW,39159,B,CTAIN,5040,,,,,,,,,18,,,,,,,
-684230000,LW,39159,B,CTAIN,8040,,,,,,,,,18,,,,,,,
-735180000,LW,39159,B,CTAIN,1350,,,,,,,,,18,,,,,,,
-193000000,LW,27269,B,CTAIN,810,,,,,,,,,21,,,,,,,
4097,LW,5101,B,CTAIN,24605,,,,,,,,,20,,,,,,,
2696,PY,35649,B,CTAIN,1860,,,,,,,,,24,,,,,,,
-738190000,LW,41253,B,CTAIN,10626,,,,,,,,,12,,,,,,,
-677790000,LW,39159,B,CTAIN,6705,,,,,,,,,15,,,,,,,
-684530000,LW,27269,B,CTAIN,4590,,,,,,,,,21,,,,,,,
1676,LW,39158,B,CTAIN,23460,,,,,,,,,21,,,,,,,
4162,LW,41136,B,CTAIN,3750,,,,,,,,,21,,,,,,,
44013,LW,5101,B,CTAIN,3140,,,,,,,,,20,,,,,,,
2524,LW,41141,B,CTAIN,4335,,,,,,,,,21,,,,,,,
-615980000,PY,31834,B,CTAIN,2400,,,,,,,,,15,,,,,,,
1957,LW,41141,B,CTAIN,210,,,,,,,,,23,,,,,,,
1951,LW,41141,B,CTAIN,900,,,,,,,,,21,,,,,,,
51338,LW,41141,B,CTAIN,3375,,,,,,,,,15,,,,,,,
1957,PY,42577,B,CTAIN,630,,,,,,,,,23,,,,,,,
363,LW,41136,B,CTAIN,200,,,,,,,,,23,,,,,,,
58989,PY,35649,B,CTAIN,1480,,,,,,,,,22,,,,,,,
-193650000,LW,41141,B,CTAIN,3925,,,,,,,,,21,,,,,,,
52710,LW,39159,B,CTAIN,8210,,,,,,,,,17,,,,,,,
47360,LW,39159,B,CTAIN,28575,,,,,,,,,16,,,,,,,
70180,PY,44021,B,CTAIN,1220,,,,,,,,,18,,,,,,,
63315,CW,40021,B,MXPLT,3750,,,,,,,,,18,,,,,,,
66425,CW,40021,B,CTAIN,2130,,,,,,,,,21,,,,,,,
68607,CW,40021,B,CTAIN,3405,,,,,,,,,21,,,,,,,
80525,FDI,4055,B,CTAIN,28010,,,,,,,,,20,,,,,,,
70506,PY,35649,B,CTAIN,300,,,,,,,,,25,,,,,,,
70563,PY,35649,B,CTAIN,1720,,,,,,,,,26,,,,,,,
79301,PW,42133,B,CTAIN,1750,,,,,,,,,25,,,,,,,
80495,LW,39159,B,CTAIN,9450,,,,,,,,,19,,,,,,,
-487190000,BA,39821,B,CTAIN,150,,,,,,,,,38,,,,,,,
80373,CW,47222,B,CTAIN,7930,,,,,,,,,15,,,,,,,
25860,LW,39285,B,CTAIN,4480,,,,,,,,,12,,,,,,,
83719,LW,41253,B,CTAIN,480,,,,,,,,,21,,,,,,,
84250,LW,39159,B,CTAIN,14950,,,,,,,,,21,,,,,,,
76657,BA,31953,B,CTAIN,2520,,,,,,,,,36,,,,,,,
43221,LW,39158,B,MXPLT,1650,,,,,,,,,19,,,,,,,
37521,BG,9980,B,CTAIN,940,,,,,,,,,28,,,,,,,
5761,BG,9980,B,CTAIN,400,,,,,,,,,24,,,,,,,
32430,YC,30156,B,CTAIN,70,,,,,,,,,19,,,,,,,
5484,YC,30156,B,CTAIN,1330,,,,,,,,,30,,,,,,,
39647,YC,35127,B,CTAIN,11880,,,,,,,,,22,,,,,,,
57209,BG,9980,B,CTAIN,578,,,,,,,,,,,,,,,,
37507,FDC,60182,A,CTAIN,3600,,,,,,,,,17,,,,,,,
39658,FDC,6829,A,CTAIN,490,,,,,,,,,24,,,,,,,
33749,BG,7811,B,CTAIN,90,,,,,,,,,24,,,,,,,
39665,YC,35127,B,CTAIN,16580,,,,,,,,,27,,,,,,,
39666,YC,35127,B,CTAIN,3200,,,,,,,,,28,,,,,,,
39654,YC,35127,B,CTAIN,22655,,,,,,,,,28,,,,,,,
39833,FDC,31672,B,CTAIN,290,,,,,,,,,22,,,,,,,
16548,BA,35023,B,CTAIN,9000,,,,,,,,,21,,,,,,,
16684,BA,35039,B,CTAIN,6005,,,,,,,,,21,,,,,,,
16683,BA,35039,B,CTAIN,11545,,,,,,,,,21,,,,,,,
16537,BA,35039,B,CTAIN,3225,,,,,,,,,20,,,,,,,
16534,BA,35039,B,CTAIN,8595,,,,,,,,,22,,,,,,,
28651,BA,36055,B,CTAIN,3075,,,,,,,,,20,,,,,,,
47404,YC,3500,B,CTAIN,3675,,,,,,,,,20,,,,,,,
16277,YC,3500,B,CTAIN,1905,,,,,,,,,20,,,,,,,
40506,BG,9980,B,CTAIN,805,,,,,,,,,27,,,,,,,
57770,PY,34859,B,CTAIN,2025,,,,,,,,,24,,,,,,,
57272,PY,34859,B,CTAIN,120,,,,,,,,,34,,,,,,,
6333,LW,39148,B,CTAIN,1800,,,,,,,,,24,,,,,,,
26369,PY,31834,B,MXPLT,2340,,,,,,,,,21,,,,,,,
46680,CW,35128,B,CTAIN,1290,,,,,,,,,28,,,,,,,
5066,LW,31690,B,CTAIN,700,,,,,,,,,24,,,,,,,
23992,PY,40447,B,CTAIN,1023,,,,,,,,,36,,,,,,,
56585,BN,40461,B,CTAIN,2295,,,,,,,,,30,,,,,,,
84315,BA,40583,B,CTAIN,855,,,,,,,,,18,,,,,,,
33673,FDC,1270,B,CTAIN,8333,,,,,,,,,15,,,,,,,
52390,CW,7460,B,CTAIN,80,,,,,,,,,10,,,,,,,
52380,CW,39708,B,CTAIN,24540,,,,,,,,,28,,,,,,,
52392,BN,40461,B,CTAIN,3240,,,,,,,,,5,,,,,,,
39941,FDC,6283,A,CTAIN,2520,,,,,,,,,28,,,,,,,
40933,BN,40461,B,CTAIN,4380,,,,,,,,,12,,,,,,,
40883,BN,40461,B,CTAIN,285,,,,,,,,,28,,,,,,,
32802,BN,40461,B,CTAIN,60,,,,,,,,,28,,,,,,,
32364,FDC,6283,A,CTAIN,465,,,,,,,,,21,,,,,,,
39935,BN,40461,B,CTAIN,2160,,,,,,,,,29,,,,,,,
33412,FDC,6283,A,CTAIN,360,,,,,,,,,21,,,,,,,
57794,FDI,39061,B,CTAIN,1202,,,,,,,,,15,,,,,,,
55382,FDI,39061,B,CTAIN,7368,,,,,,,,,21,,,,,,,
50979,FDI,39061,B,CTAIN,15500,,,,,,,,,21,,,,,,,
31917,FDI,4055,B,CTAIN,390,,,,,,,,,18,,,,,,,
8131,FDI,4055,B,CTAIN,10530,,,,,,,,,15,,,,,,,
8357,FDI,4856,B,CTAIN,3770,,,,,,,,,21,,,,,,,
8133,FDI,30947,B,CTAIN,860,,,,,,,,,18,,,,,,,
8132,FDI,30947,B,CTAIN,2270,,,,,,,,,18,,,,,,,
4883,FDC,6922,A,"",29945,,,,,,,,,19,,,,,,,
80335,PY,34859,B,CTAIN,855,,,,,,,,,20,,,,,,,
61475,PY,34859,B,CTAIN,390,,,,,,,,,34,,,,,,,
63829,CW,40454,B,CTAIN,5285,,,,,,,,,16,,,,,,,
4869,FDC,6251,A,"",2100,,,,,,,,,20,,,,,,,
23853,CW,39708,B,CTAIN,1395,,,,,,,,,28,,,,,,,
4883,CW,31973,B,"",9495,,,,,,,,,19,,,,,,,
4998,PY,34859,B,CTAIN,1280,,,,,,,,,18,,,,,,,
77699,PY,34859,B,CTAIN,1365,,,,,,,,,34,,,,,,,
5023,CW,40454,B,CTAIN,615,,,,,,,,,16,,,,,,,
13168,LW,41117,B,CTAIN,2450,,,,,,,,,21,,,,,,,
13155,LW,27269,B,CTAIN,1185,,,,,,,,,15,,,,,,,
44072,LW,41118,B,CTAIN,1585,,,,,,,,,22,,,,,,,
13153,LW,41118,B,CTAIN,2511,,,,,,,,,21,,,,,,,
10156,LS,40632,B,CTAIN,2800,,,,,,,,,24,,,,,,,
10104,LS,40632,B,CTAIN,80,,,,,,,,,24,,,,,,,
47003,LW,39285,B,CTAIN,220,,,,,,,,,20,,,,,,,
37134,LW,39285,B,CTAIN,1525,,,,,,,,,20,,,,,,,
10149,LS,40632,B,CTAIN,1580,,,,,,,,,15,,,,,,,
13357,FDI,8587,B,CTAIN,440,,,,,,,,,15,,,,,,,
48534,LW,39153,B,CTAIN,345,,,,,,,,,15,,,,,,,
55348,CW,26279,B,CTAIN,3645,,,,,,,,,15,,,,,,,
37298,LS,40632,B,CTAIN,2115,,,,,,,,,21,,,,,,,
37296,LS,40632,B,CTAIN,900,,,,,,,,,21,,,,,,,
37291,LS,40632,B,CTAIN,1140,,,,,,,,,18,,,,,,,
55579,FDI,40770,B,CTAIN,22940,,,,,,,,,15,,,,,,,
21820,FDI,40770,B,BROOT,6795,,,,,,,,,18,,,,,,,
18596,LW,41253,B,CTAIN,6160,,,,,,,,,18,,,,,,,
18595,LW,41253,B,CTAIN,2660,,,,,,,,,18,,,,,,,
18515,LW,41253,B,CTAIN,100,,,,,,,,,18,,,,,,,
20764,LW,27269,B,CTAIN,810,,,,,,,,,21,,,,,,,
37247,LW,4941,B,CTAIN,3345,,,,,,,,,20,,,,,,,
55371,LW,35193,B,CTAIN,4635,,,,,,,,,18,,,,,,,
20796,LW,35193,B,CTAIN,5130,,,,,,,,,21,,,,,,,
63947,LW,35193,B,CTAIN,4200,,,,,,,,,21,,,,,,,
63588,LW,35193,B,CTAIN,9750,,,,,,,,,21,,,,,,,
63586,LW,35193,B,CTAIN,4425,,,,,,,,,21,,,,,,,
62055,LW,35193,B,CTAIN,9120,,,,,,,,,21,,,,,,,
61490,LW,35193,B,CTAIN,255,,,,,,,,,21,,,,,,,
55375,LW,35193,B,CTAIN,3300,,,,,,,,,18,,,,,,,
54551,LW,35193,B,CTAIN,600,,,,,,,,,21,,,,,,,
46368,LW,35193,B,CTAIN,795,,,,,,,,,21,,,,,,,
46361,LW,35193,B,CTAIN,1500,,,,,,,,,18,,,,,,,
37298,LW,35193,B,CTAIN,150,,,,,,,,,21,,,,,,,
37296,LW,35193,B,CTAIN,270,,,,,,,,,21,,,,,,,
37294,LW,35193,B,CTAIN,1065,,,,,,,,,21,,,,,,,
37290,LW,35193,B,CTAIN,540,,,,,,,,,21,,,,,,,
20929,LW,35193,B,CTAIN,6078,,,,,,,,,21,,,,,,,
20926,LW,35193,B,CTAIN,1599,,,,,,,,,21,,,,,,,
20925,LW,35193,B,CTAIN,2130,,,,,,,,,18,,,,,,,
20920,LW,35193,B,CTAIN,405,,,,,,,,,15,,,,,,,
20888,LW,35193,B,CTAIN,4320,,,,,,,,,21,,,,,,,
20743,LW,35193,B,CTAIN,600,,,,,,,,,18,,,,,,,
20887,FDI,30315,B,CTAIN,3710,,,,,,,,,21,,,,,,,
54611,LS,42562,B,CTAIN,1800,,,,,,,,,21,,,,,,,
62096,LS,42562,B,CTAIN,510,,,,,,,,,21,,,,,,,
57417,LS,42562,B,CTAIN,1860,,,,,,,,,18,,,,,,,
54086,LS,42562,B,CTAIN,3300,,,,,,,,,24,,,,,,,
44774,LS,42562,B,CTAIN,600,,,,,,,,,21,,,,,,,
55371,PW,60132,A,CTAIN,2400,,,,,,,,,18,,,,,,,
63586,PW,60132,A,CTAIN,3375,,,,,,,,,21,,,,,,,
20932,LS,40632,B,CTAIN,2100,,,,,,,,,21,,,,,,,
48136,CW,41264,B,CTAIN,75,,,,,,,,,15,,,,,,,
48122,CW,41264,B,CTAIN,6765,,,,,,,,,21,,,,,,,
67100,LW,35193,B,CTAIN,300,,,,,,,,,21,,,,,,,
44598,LW,35193,B,CTAIN,600,,,,,,,,,23,,,,,,,
53994,LW,35193,B,CTAIN,2600,,,,,,,,,21,,,,,,,
37300,LW,35193,B,CTAIN,3000,,,,,,,,,21,,,,,,,
55366,LW,35193,B,CTAIN,1650,,,,,,,,,21,,,,,,,
54611,LW,41136,B,CTAIN,600,,,,,,,,,21,,,,,,,
20847,LS,42562,B,CTAIN,600,,,,,,,,,18,,,,,,,
64549,LS,42562,B,CTAIN,1800,,,,,,,,,24,,,,,,,
20847,PW,60132,A,CTAIN,3600,,,,,,,,,18,,,,,,,
55366,PW,60132,A,CTAIN,1200,,,,,,,,,21,,,,,,,
42331,LW,27270,B,CTAIN,18610,,,,,,,,,18,,,,,,,
41802,LW,42262,B,CTAIN,1490,,,,,,,,,21,,,,,,,
66989,LW,41136,B,BROOT,855,,,,,,,,,21,,,,,,,
78481,LW,39285,B,CTAIN,9530,,,,,,,,,12,,,,,,,
57205,LW,41253,B,CTAIN,570,,,,,,,,,21,,,,,,,
21159,LW,41253,B,CTAIN,5045,,,,,,,,,18,,,,,,,
21101,LW,41253,B,CTAIN,7590,,,,,,,,,15,,,,,,,
21039,LW,41253,B,CTAIN,5535,,,,,,,,,13,,,,,,,
69726,LW,41261,B,CTAIN,5070,,,,,,,,,20,,,,,,,
63178,LW,41261,B,CTAIN,3760,,,,,,,,,19,,,,,,,
63172,LW,41261,B,CTAIN,1740,,,,,,,,,19,,,,,,,
63171,LW,41261,B,CTAIN,2180,,,,,,,,,17,,,,,,,
20613,LW,41136,B,CTAIN,1080,,,,,,,,,15,,,,,,,
17937,FDI,8143,B,CTAIN,630,,,,,,,,,15,,,,,,,
21076,LW,41253,B,CTAIN,3204,,,,,,,,,14,,,,,,,
21160,LW,41253,B,CTAIN,1583,,,,,,,,,18,,,,,,,
49685,LW,41253,B,CTAIN,585,,,,,,,,,15,,,,,,,
38039,PY,5751,B,CTAIN,2280,,,,,,,,,19,,,,,,,
37932,PY,5751,B,CTAIN,7830,,,,,,,,,24,,,,,,,
37879,PY,5751,B,CTAIN,3100,,,,,,,,,27,,,,,,,
37871,PY,5751,B,CTAIN,480,,,,,,,,,21,,,,,,,
37868,PY,5751,B,CTAIN,3240,,,,,,,,,23,,,,,,,
53887,PY,42010,B,CTAIN,2790,,,,,,,,,24,,,,,,,
37876,PY,5751,B,CTAIN,3780,,,,,,,,,22,,,,,,,
37985,PY,5751,B,CTAIN,7080,,,,,,,,,18,,,,,,,
27436,PY,31729,B,CTAIN,2520,,,,,,,,,24,,,,,,,
48881,CW,41264,B,CTAIN,1890,,,,,,,,,20,,,,,,,
48881,FDI,33343,B,CTAIN,2700,,,,,,,,,20,,,,,,,
38111,LW,39156,B,CTAIN,5190,,,,,,,,,19,,,,,,,
86027,CW,28805,B,CTAIN,4050,,,,,,,,,21,,,,,,,
26487,PY,43318,B,CTAIN,7920,,,,,,,,,21,,,,,,,
26463,PY,43318,B,CTAIN,4845,,,,,,,,,21,,,,,,,
79307,PY,41283,B,CTAIN,3085,,,,,,,,,20,,,,,,,
62567,CW,6541,A,CTAIN,1081,,,,,,,,,12,,,,,,,
56183,LW,41253,B,MXPLT,1000,,,,,,,,,18,,,,,,,
22998,LW,4941,B,BROOT,1640,,,,,,,,,19,,,,,,,
54186,LW,39148,B,CTAIN,1200,,,,,,,,,18,,,,,,,
59818,PY,39532,B,MXPLT,2130,,,,,,,,,18,,,,,,,
-190740000,PW,60257,A,CTAIN,3000,,,,,,,,,18,,,,,,,
60477,FDI,41130,B,MXPLT,2940,,,,,,,,,,,,,,,,
87343,FDI,39061,B,CTAIN,3330,,,,,,,,,20,,,,,,,
84246,LW,39159,B,COPPR,3240,,,,,,,,,21,,,,,,,
87809,LW,41253,B,CTAIN,1645,,,,,,,,,16,,,,,,,
84003,LW,39159,B,CTAIN,7505,,,,,,,,,18,,,,,,,
52386,CW,39708,B,CTAIN,1560,,,,,,,,,10,,,,,,,
-381970000,LS,39353,B,CTAIN,15660,,,,,,,,,18,,,,,,,
53929,FDC,6157,A,CTAIN,4200,,,,,,,,,16,,,,,,,
89865,LW,39159,B,COPPR,1080,,,,,,,,,21,,,,,,,
74309,BA,39824,B,CTAIN,810,,,,,,,,,36,,,,,,,
71931,FDC,42477,B,CTAIN,2100,,,,,,,,,9,,,,,,,
88562,LW,39159,B,CTAIN,49935,,,,,,,,,18,,,,,,,
1065445,LW,39159,B,COPPR,8020,,,,,,,,,18,,,,,,,
50983,BN,41175,B,CTAIN,325,,,,,,,,,34,,,,,,,
61500,LW,35374,B,CTAIN,3360,,,,,,,,,23,,,,,,,
78011,LW,31690,B,CTAIN,1647,,,,,,,,,22,,,,,,,
86872,LW,39159,B,CTAIN,1200,,,,,,,,,19,,,,,,,
74936,PW,39751,B,CTAIN,10360,,,,,,,,,22,,,,,,,
80461,LW,39148,B,CTAIN,960,,,,,,,,,24,,,,,,,
69198,LW,39148,B,CTAIN,5717,,,,,,,,,21,,,,,,,
73379,LW,35193,B,CTAIN,7840,,,,,,,,,18,,,,,,,
73378,LW,35193,B,CTAIN,2850,,,,,,,,,24,,,,,,,
73379,LS,45722,B,CTAIN,2730,,,,,,,,,18,,,,,,,
69959,PY,35649,B,CTAIN,675,,,,,,,,,24,,,,,,,
77972,YC,39711,B,CTAIN,1380,,,,,,,,,25,,,,,,,
79544,PY,41257,B,MXPLT,2150,,,,,,,,,18,,,,,,,
77972,PW,60378,A,CTAIN,1920,,,,,,,,,28,,,,,,,
65508,PW,60378,A,CTAIN,240,,,,,,,,,20,,,,,,,
85525,LW,47212,B,CTAIN,1605,,,,,,,,,22,,,,,,,
75389,LW,47212,B,CTAIN,315,,,,,,,,,22,,,,,,,
21803,LW,47212,B,CTAIN,525,,,,,,,,,22,,,,,,,
85161,LW,39148,B,CTAIN,1320,,,,,,,,,21,,,,,,,
73394,LW,35193,B,CTAIN,675,,,,,,,,,18,,,,,,,
73394,LS,45722,B,CTAIN,3480,,,,,,,,,18,,,,,,,
63449,LS,45722,B,CTAIN,6120,,,,,,,,,21,,,,,,,
87222,PW,60257,A,MXPLT,630,,,,,,,,,15,,,,,,,
66438,LW,41253,B,CTAIN,12130,,,,,,,,,16,,,,,,,
21615,LW,47212,B,CTAIN,300,,,,,,,,,21,,,,,,,
55481,LW,42053,B,CTAIN,120,,,,,,,,,16,,,,,,,
62437,CW,42436,B,CTAIN,1980,,,,,,,,,28,,,,,,,
62437,FDC,4390,A,CTAIN,3000,,,,,,,,,28,,,,,,,
68294,FDI,4055,B,CTAIN,7455,,,,,,,,,18,,,,,,,
56660,FDI,4055,B,CTAIN,12690,,,,,,,,,18,,,,,,,
77081,PY,34859,B,CTAIN,300,,,,,,,,,20,,,,,,,
37632,BG,9980,B,CTAIN,265,,,,,,,,,16,,,,,,,
75365,LW,46252,B,MXPLT,5250,,,,,,,,,15,,,,,,,
70927,LW,4941,B,CTAIN,12001,,,,,,,,,15,,,,,,,
79596,LW,35193,B,CTAIN,2100,,,,,,,,,20,,,,,,,
85757,PY,34859,B,CTAIN,540,,,,,,,,,34,,,,,,,
93682,LW,41253,B,CTAIN,6140,,,,,,,,,18,,,,,,,
93740,LW,41253,B,CTAIN,6920,,,,,,,,,18,,,,,,,
93749,LW,41253,B,CTAIN,4000,,,,,,,,,18,,,,,,,
93825,LW,41253,B,CTAIN,7170,,,,,,,,,18,,,,,,,
93744,LW,41253,B,CTAIN,2110,,,,,,,,,17,,,,,,,
85133,LW,39159,B,CTAIN,8460,,,,,,,,,18,,,,,,,
89143,LW,39159,B,CTAIN,400,,,,,,,,,18,,,,,,,
89079,LW,39159,B,CTAIN,1020,,,,,,,,,19,,,,,,,
85117,LW,39159,B,CTAIN,2600,,,,,,,,,18,,,,,,,
83010,BA,40584,B,CTAIN,1000,,,,,,,,,20,,,,,,,
47225,CW,47458,B,CTAIN,7020,,,,,,,,,26,,,,,,,
88997,YC,40596,B,CTAIN,1980,,,,,,,,,16,,,,,,,
81244,PY,42573,B,CTAIN,1620,,,,,,,,,18,,,,,,,
96550,BG,9980,B,CTAIN,120,,,,,,,,,30,,,,,,,
81244,LW,41139,B,CTAIN,900,,,,,,,,,18,,,,,,,
80982,LW,41139,B,CTAIN,300,,,,,,,,,21,,,,,,,
76317,BN,46220,B,CTAIN,480,,,,,,,,,27,,,,,,,
70215,LW,41141,B,CTAIN,2145,,,,,,,,,21,,,,,,,
66301,LW,60708,A,CTAIN,15,,,,,,,,,22,,,,,,,
73277,BA,40584,B,CTAIN,8210,,,,,,,,,20,,,,,,,
76635,BN,46220,B,CTAIN,1200,,,,,,,,,25,,,,,,,
69579,LW,35193,B,CTAIN,3300,,,,,,,,,21,,,,,,,
73376,LW,35193,B,CTAIN,2400,,,,,,,,,24,,,,,,,
64331,LW,41261,B,CTAIN,2150,,,,,,,,,31,,,,,,,
92455,LW,39159,B,CTAIN,3600,,,,,,,,,18,,,,,,,
35745,LW,4941,B,CTAIN,420,,,,,,,,,15,,,,,,,
85875,PY,40337,B,CTAIN,8745,,,,,,,,,18,,,,,,,
23988,PY,41288,B,CTAIN,2350,,,,,,,,,24,,,,,,,
93628,BA,4784,B,CTAIN,855,,,,,,,,,8,,,,,,,
77159,BA,4784,B,CTAIN,4781,,,,,,,,,8,,,,,,,
91151,PW,60659,A,CTAIN,1340,,,,,,,,,30,,,,,,,
93628,YC,42313,B,CTAIN,130,,,,,,,,,8,,,,,,,
77159,YC,42313,B,CTAIN,3210,,,,,,,,,8,,,,,,,
92305,PY,25475,B,BROOT,675,,,,,,,,,23,,,,,,,
101186,LW,39159,B,COPPR,9585,,,,,,,,,24,,,,,,,
77814,PY,43318,B,CTAIN,510,,,,,,,,,21,,,,,,,
85197,FDC,60188,A,CTAIN,100,,,,,,,,,18,,,,,,,
64690,FDC,60188,A,CTAIN,200,,,,,,,,,24,,,,,,,
85072,FDC,60188,A,CTAIN,200,,,,,,,,,27,,,,,,,
85068,FDC,60188,A,CTAIN,200,,,,,,,,,1,,,,,,,
34954,PW,31520,B,"",100,,,,,,,,,28,,,,,,,
95749,LW,39159,B,CTAIN,3500,,,,,,,,,17,,,,,,,
95725,LW,39159,B,CTAIN,5070,,,,,,,,,17,,,,,,,
95516,LW,39159,B,CTAIN,8070,,,,,,,,,18,,,,,,,
95448,LW,39159,B,CTAIN,1400,,,,,,,,,18,,,,,,,
86250,LW,39159,B,CTAIN,4180,,,,,,,,,19,,,,,,,
91627,LS,45722,B,CTAIN,4440,,,,,,,,,24,,,,,,,
96821,LW,39159,B,CTAIN,1760,,,,,,,,,18,,,,,,,
95440,LW,39159,B,CTAIN,1000,,,,,,,,,18,,,,,,,
85560,LW,39148,B,CTAIN,4950,,,,,,,,,20,,,,,,,
84237,LW,39148,B,CTAIN,5190,,,,,,,,,21,,,,,,,
66120,LW,39153,B,MXPLT,4665,,,,,,,,,18,,,,,,,
84238,LW,39148,B,CTAIN,4420,,,,,,,,,21,,,,,,,
74399,LW,41118,B,CTAIN,12300,,,,,,,,,21,,,,,,,
76865,FDI,44925,B,CTAIN,3645,,,,,,,,,18,,,,,,,
87794,LW,4941,B,COPPR,315,,,,,,,,,21,,,,,,,
70938,LW,4941,B,CTAIN,5200,,,,,,,,,15,,,,,,,
-663620000,FDI,32562,B,CTAIN,33135,,,,,,,,,12,,,,,,,
85434,BN,46220,B,CTAIN,3600,,,,,,,,,12,,,,,,,
89746,PY,8286,B,COPPR,1080,,,,,,,,,19,,,,,,,
64583,FDI,33343,B,CTAIN,2435,,,,,,,,,24,,,,,,,
78168,FDI,33343,B,CTAIN,2490,,,,,,,,,15,,,,,,,
61089,LW,41261,B,COPPR,1620,,,,,,,,,19,,,,,,,
63175,LW,41261,B,COPPR,990,,,,,,,,,17,,,,,,,
63173,LW,41261,B,CTAIN,2385,,,,,,,,,17,,,,,,,
72887,FDI,31408,B,CTAIN,3300,,,,,,,,,16,,,,,,,
97496,FDC,6394,A,CTAIN,1000,,,,,,,,,16,,,,,,,
28990,PY,47219,B,CTAIN,440,,,,,,,,,21,,,,,,,
97946,FDI,31136,B,CTAIN,15552,,,,,,,,,18,,,,,,,
22272,LW,41253,B,CTAIN,1050,,,,,,,,,15,,,,,,,
65729,LW,4941,B,CTAIN,1290,,,,,,,,,18,,,,,,,
74621,LW,4941,B,CTAIN,1480,,,,,,,,,21,,,,,,,
75001,LW,4941,B,CTAIN,1125,,,,,,,,,19,,,,,,,
93204,CW,39708,B,CTAIN,8250,,,,,,,,,28,,,,,,,
85784,LW,39148,B,CTAIN,630,,,,,,,,,19,,,,,,,
90243,LW,41118,B,CTAIN,1020,,,,,,,,,15,,,,,,,
80127,LS,45722,B,CTAIN,1200,,,,,,,,,23,,,,,,,
73081,PW,60257,A,CTAIN,1505,,,,,,,,,24,,,,,,,
64769,PY,46087,B,CTAIN,3825,,,,,,,,,28,,,,,,,
65010,LW,39159,B,CTAIN,3650,,,,,,,,,20,,,,,,,
92406,LW,39159,B,CTAIN,1080,,,,,,,,,18,,,,,,,
90184,BN,46220,B,CTAIN,10590,,,,,,,,,28,,,,,,,
93564,LW,60732,A,CTAIN,1545,,,,,,,,,20,,,,,,,
84981,PY,41257,B,CTAIN,3850,,,,,,,,,18,,,,,,,
83713,LW,46252,B,CTAIN,2030,,,,,,,,,15,,,,,,,
96831,LW,39159,B,CTAIN,2350,,,,,,,,,19,,,,,,,
95335,LW,41261,B,CTAIN,50,,,,,,,,,39,,,,,,,
80483,LW,60709,A,CTAIN,2880,,,,,,,,,15,,,,,,,
108064,FDI,42068,B,CTAIN,9450,,,,,,,,,15,,,,,,,
97531,BG,9980,B,CTAIN,380,,,,,,,,,32,,,,,,,
108064,LW,48015,B,CTAIN,4320,,,,,,,,,15,,,,,,,
95972,PW,60378,A,CTAIN,420,,,,,,,,,22,,,,,,,
91330,PW,60392,A,CTAIN,1080,,,,,,,,,32,,,,,,,
97531,PW,60392,A,CTAIN,320,,,,,,,,,32,,,,,,,
86667,FDC,6939,A,CTAIN,270,,,,,,,,,8,,,,,,,
102804,LW,39159,B,CTAIN,4320,,,,,,,,,21,,,,,,,
1437262,LW,63291,A,CTAIN,3000,,,,,,,,,18,,,,,,,
35517,PW,60659,A,CTAIN,80,,,,,,,,,27,,,,,,,
95506,PY,45745,B,CTAIN,320,,,,,,,,,18,,,,,,,
98744,PY,44211,B,CTAIN,540,,,,,,,,,23,,,,,,,
80728,BN,45214,B,CTAIN,1440,,,,,,,,,24,,,,,,,
96930,BN,45214,B,CTAIN,1980,,,,,,,,,22,,,,,,,
69832,BN,45214,B,CTAIN,1960,,,,,,,,,18,,,,,,,
80729,BN,45214,B,CTAIN,3200,,,,,,,,,28,,,,,,,
95084,PY,45745,B,CTAIN,1620,,,,,,,,,17,,,,,,,
97227,LW,46252,B,MXPLT,900,,,,,,,,,18,,,,,,,
100914,LW,46252,B,MXPLT,1020,,,,,,,,,18,,,,,,,
102164,CW,45010,B,CTAIN,210,,,,,,,,,16,,,,,,,
69832,CW,45010,B,CTAIN,4200,,,,,,,,,16,,,,,,,
93703,CW,48072,B,CTAIN,7840,,,,,,,,,17,,,,,,,
95050,BA,46136,B,CTAIN,5685,,,,,,,,,28,,,,,,,
99726,LW,39153,B,MXPLT,1200,,,,,,,,,18,,,,,,,
100699,LW,39153,B,MXPLT,4405,,,,,,,,,17,,,,,,,
91324,BN,45214,B,CTAIN,2730,,,,,,,,,12,,,,,,,
